evento_nombre,evento_url,evento_descripcion,evento_lugar,municipio_nombre,evento_organizador,evento_fecha_inicio,evento_fecha_fin
Jornada final de Copa y Clausura de Balonmano en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-copa-de-balonmano-y-clausura-en-los-xxxii-juegos-cabildo/,"Jornada final de Copa de balonmano y clausura de la temporada de los XXXII Juegos Cabildo de Tenerife en el Pabellón Municipal de Deportes Celestino Hernández de La Orotava, según el detalle de enfrentamientos y horarios que se detallan <a href=""https://www.deportestenerife.es/wp-content/uploads/2019/05/balonmano_encuentros_19jornadafinal.pdf"" target=""_blank"" rel=""noopener"">en este cuadrante</a>.",Pabellón de Deportes Celestino Hernández,La Orotava,Cabildo de Tenerife y Fundación DISA,2019-05-18 09:00:00,2019-05-18 13:00:00
Jornada Final de Bádminton en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-badminton-en-los-xxxii-juegos-cabildo/,"Octava y última jornada de bádminton en los XXXII Juegos Cabildo de Tenerife, en la que se disputarán encuentros de las categorías Sub-9, Sub-11 y Sub-13 en el Pabellón Deportivo de El Chorrillo en El Rosario.",Pabellón Deportivo de El Chorrillo,El Rosario,Cabildo de Tenerife y Fundación DISA,2019-05-18 09:30:00,2019-05-18 14:30:00
Final Individual Benjamín y Alevín de Atletismo en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/final-individual-benjamin-y-alevin-de-atletismo-en-los-xxxii-juegos-cabildo/,"Finales individuales de atletismo en las categorías benjamín y alevín en los XXXII Juegos Cabildo de Tenerife. Las pruebas se disputarán en el Campo Francisco Sánchez de La Orotava, según el detalle que se describe <a href=""https://www.deportestenerife.es/wp-content/uploads/2019/05/atletismo_finales_benjamin_alevin.pdf"" target=""_blank"" rel=""noopener"">en este cuadrante horario</a>.",Campo Francisco Sánchez García,La Orotava,Cabildo de Tenerife y Fundación DISA,2019-05-18 09:30:00,2019-05-18 13:00:00
Cuarta jornada de Ajedrez por Equipos en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/cuarta-jornada-de-ajedrez-por-equipos-en-los-xxxii-juegos-cabildo/,"Cuarta y última jornada de ajedrez por equipos en los XXXII Juegos Cabildo de Tenerife. Esta octava concentración acoge la quinta, sexta, séptima y octava rondas por equipos en las categorías Benjamín y Alevín, que se disputarán en el Colegio Echeyde II de La Laguna.",Colegio Echeyde II,La Laguna,Cabildo de Tenerife y Fundación DISA,2019-05-18 09:30:00,2019-05-18 13:30:00
Fases finales de la Liga de Promoción de Voleibol en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/fases-finales-liga-promocion-de-voleibol-en-los-xxxii-juegos-cabildo-3/,"Fases finales de la Liga de Promoción de Voleibol en los XXXII Juegos Cabildo de Tenerife que enfrentarán en semifinales a los equipos infantiles y cadetes femeninos, según se detalla <a href=""https://www.deportestenerife.es/wp-content/uploads/2019/05/FF-31-LIGAS-PROMOCION-ACTIVA.pdf"" target=""_blank"" rel=""noopener"">en este cuadrante</a>.",Tenerife,,Cabildo de Tenerife y Fundación DISA,2019-05-18 09:30:00,2019-05-18 13:30:00
Cuarta jornada de Rugby en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/cuarta-jornada-de-rugby-en-los-xxxii-juegos-cabildo/,"Cuarta jornada de rugby en los XXXII Juegos Cabildo de Tenerife que se celebrará en la Playa de Las Teresitas, en Santa Cruz de Tenerife.",Playa de Las Teresitas,Santa Cruz de Tenerife,Cabildo de Tenerife y Fundación DISA,2019-05-18 10:00:00,2019-05-18 13:00:00
Jornada de Diver-Rítmica en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-de-diver-ritmica-en-los-xxxii-juegos-cabildo/,"Jornada de diver-rítmica en los XXXII Juegos Cabildo de Tenerife, que se celebrará en el Pabellón Municipal de Deportes Juan Ríos Tejera de La Laguna, siguiendo el detalle de pruebas que se describe <a href=""https://www.deportestenerife.es/wp-content/uploads/2019/05/ritmica_diver_ritmica180519.pdf"" target=""_blank"" rel=""noopener"">en este cuadrante de la jornada</a>.",Pabellón de Deportes Juan Ríos Tejera,La Laguna,Cabildo de Tenerife y Fundación DISA,2019-05-18 10:00:00,2019-05-18 13:30:00
Final Kyorugui A de Taekwondo en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/final-kyourugui-a-de-taekwondo-en-los-xxxii-juegos-cabildo/,"Cuarta jornada de taekwondo, en la que se disputarán las finales en la modalidad de Kyorugui A, en los XXXII Juegos Cabildo de Tenerife, en el Pabellón de Deportes de El Fraile (Arona).",Pabellón de Deportes de El Fraile,Arona,Cabildo de Tenerife y Fundación DISA,2019-05-18 10:00:00,2019-05-18 14:00:00
Decimoséptima jornada de Lucha Canaria en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/decimoseptima-jornada-de-lucha-canaria-en-los-xxxii-juegos-cabildo/,Decimoséptima jornada de lucha canaria en los XXXII Juegos Cabildo de Tenerife en distintos terreros de la Isla.,Tenerife,,Cabildo de Tenerife y Fundación DISA,2019-05-18 10:00:00,2019-05-18 13:00:00
Copa Insular de Voleibol en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/copa-insular-de-voleibol-en-los-xxxii-juegos-cabildo-3/,Continúa la competición de Copa Insular de Voleibol en los XXXII Juegos Cabildo de Tenerife que se disputarán en diferentes pabellones de la Isla.,Tenerife,,Cabildo de Tenerife y Fundación DISA,2019-05-18 10:00:00,2019-05-18 13:00:00
Sexta jornada de Waterpolo en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/sexta-jornada-de-waterpolo-en-los-xxxii-juegos-cabildo/,"Sexta jornada de waterpolo en los XXXII Juegos Cabildo de Tenerife con las pruebas correspondientes a las categorías benjamín y alevín, en la Piscina Municipal del Complejo Deportivo de Santa Úrsula.",Piscina Municipal de Santa Úrsula,Santa Úrsula,Cabildo de Tenerife y Fundación DISA,2019-05-18 16:00:00,2019-05-18 19:00:00
Primera jornada de Vóley-playa en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-voley-playa-en-los-xxxii-juegos-cabildo/,"Comienza la temporada de vóley-playa en los XXXII Juegos Cabildo de Tenerife, con la primera fase clasificatoria en cuatro zonas de la Isla: en el anexo del Pabellón Municipal de Los Realejos, en el IES Benito Pérez Armas (Santa Cruz de Tenerife), en la Playa de las Vistas (Arona) y en Torviscas (Adeje).",Tenerife,,Cabildo de Tenerife y Fundación DISA,2019-05-19 10:00:00,2019-05-19 14:00:00
Semifinales de Copa de Voleibol en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/semifinales-de-copa-de-voleibol-en-los-xxxii-juegos-cabildo/,Semifinales de Copa de Voleibol en los XXXII Juegos Cabildo de Tenerife que se disputarán en diferentes pabellones de la Isla.,Tenerife,,Cabildo de Tenerife y Fundación DISA,2019-05-22 17:00:00,2019-05-22 20:00:00
Sexta jornada Olímpica Cadete de Frontenis en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/sexta-jornada-olimpica-cadete-de-frontenis-en-los-xxxii-juegos-cabildo/,"Sexta y última jornada de frontenis en los XXXII Juegos Cabildo de Tenerife, en la que se disputarán los torneos correspondientes a las pruebas Olímpica cadete, masculino y femenino, en el Real Club Náutico de Tenerife (Santa Cruz de Tenerife).",Real Club Náutico de Tenerife,Santa Cruz de Tenerife,Cabildo de Tenerife y Fundación DISA,2019-05-24 16:00:00,2019-05-24 19:00:00
Cuartos de final de Fútbol Sala en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/cuartos-de-final-de-futbol-sala-en-los-xxxii-juegos-cabildo/,"Empiezan las fases finales, con la celebración de los encuentros de cuartos de final de fútbol sala en los XXXII Juegos Cabildo de Tenerife en diferentes pabellones de La Laguna: Alberto Delgado, Guamasa y Anchieta I (San Benito).",La Laguna,,Cabildo de Tenerife y Fundación DISA,2019-05-25 09:00:00,2019-05-25 13:00:00
Decimotercera jornada de Baloncesto en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/decimotercera-jornada-de-baloncesto-en-los-xxxii-juegos-cabildo/,Decimotercera jornada de baloncesto de promoción en los XXXII Juegos Cabildo de Tenerife en distintos pabellones y polideportivos de la Isla. Los equipos de la Zona Centro se enfrentarán en el Pabellón Anchieta II (Avda Trinidad) de La Laguna y los de la Zona Sur en el Pabellón de Los Cristianos (Arona).,Tenerife,,Cabildo de Tenerife y Fundación DISA,2019-05-25 09:00:00,2019-05-25 13:00:00
Final Prebenjamín de Judo en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/final-prebenjamin-de-judo-en-los-xxxii-juegos-cabildo/,"Novena y última fase de judo en la categoría prebenjamín en los XXXII Juegos Cabildo de Tenerife. Las finales se disputarán en el Pabellón de Deportes de El Fraile (Arona), con la correspondiente entrega de medallas a la finalización de los combates.",Pabellón de Deportes de El Fraile,Arona,Cabildo de Tenerife y Fundación DISA,2019-05-25 09:30:00,2019-05-25 12:30:00
Fases finales de la Liga de Promoción de Voleibol en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/fases-finales-liga-promocion-de-voleibol-en-los-xxxii-juegos-cabildo-4/,"Fases finales de la Liga de Promoción de Voleibol en los XXXII Juegos Cabildo de Tenerife que enfrentarán en semifinales a los equipos alevines y cadetes femeninos, en el Pabellón Goya Dorta de Valle Guerra (La Laguna), según se detalla <a href=""https://www.deportestenerife.es/wp-content/uploads/2019/05/FF-31-LIGAS-PROMOCION-ACTIVA-1.pdf"" target=""_blank"" rel=""noopener"">en este cuadrante</a>.",Pabellón de Deportes Goya Dorta,La Laguna,Cabildo de Tenerife y Fundación DISA,2019-05-25 09:30:00,2019-05-25 13:30:00
Sexta jornada Preolímpica de Frontenis en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/sexta-jornada-preolimpica-de-frontenis-en-los-xxxii-juegos-cabildo/,Sexta y última jornada Preolímpica infantil masculino y femenino de los XXXII Juegos Cabildo de Tenerife en el Real Club Náutico de Tenerife.,RCNT y Cuchillitos de Tristán,,Cabildo de Tenerife y Fundación DISA,2019-05-25 10:00:00,2019-05-25 14:00:00
Final Insular de Gimnasia Rítmica Conjuntos en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/final-insular-de-gimnasia-ritmica-conjuntos-en-los-xxxii-juegos-cabildo/,"Final insular de gimnasia rítmica en la modalidad de conjuntos en los XXXII Juegos Cabildo de Tenerife, que se celebrará en el Pabellón Municipal de Deportes Ana Bautista de Santa Cruz de Tenerife.",Pabellón de Deportes Ana Bautista,Santa Cruz de Tenerife,Cabildo de Tenerife y Fundación DISA,2019-05-25 10:00:00,2019-05-25 14:00:00
Tercera de las II Jornadas de Iniciación al Trabajo de Fuerza para Mujeres,https://www.deportestenerife.es/evento/tercera-de-las-ii-jornadas-de-iniciacion-al-trabajo-de-fuerza-para-mujeres/,"Tercera y última de las II Jornadas gratuitas de Iniciación al Trabajo de Fuerza para Mujeres, en el marco del programa Mujeres y Deporte, que incluye actividades formativas de iniciación a la práctica físico-deportiva dirigidas exclusivamente a mujeres, con el objetivo de fomentar la actividad física en este colectivo con contenidos específicamente dirigidos a ellas.",Complejo Deportivo La Jurada,Granadilla de Abona,"Cabildo de Tenerife, COLEF Canarias",2019-05-25 10:00:00,2019-05-25 13:00:00
Sexta Jornada de Tenis de Mesa en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/sexta-jornada-de-tenis-de-mesa-en-los-xxxii-juegos-cabildo/,Sexta jornada regular de tenis de mesa en los XXXII Juegos Cabildo de Tenerife que se disputará en el Polideportivo del IES Punta Larga de Candelaria.,Pabellón IES Punta Larga,Candelaria,Cabildo de Tenerife y Fundación DISA,2019-05-25 10:00:00,2019-05-25 13:30:00
Jornada final de Rugby en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-rugby-en-los-xxxii-juegos-cabildo/,Quinta jornada y clausura de rugby en los XXXII Juegos Cabildo de Tenerife que enfrentará a los equipos de la categoría cadete en Tenerife Top Training de Adeje.,Tenerife Top Training,Adeje,Cabildo de Tenerife y Fundación DISA,2019-05-25 10:00:00,2019-05-25 13:00:00
Primera jornada de Patinaje Freestyle en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-patinaje-freestyle-en-los-xxxii-juegos-cabildo/,"Comienza la temporada de patinaje freestyle en los XXXII Juegos Cabildo de Tenerife, que consistirá en la realización de Pruebas de Superación de Nivel Oficiales, en las modalidades de Classic, Speed y Salto. Las pruebas se celebrarán en el Pabellón de Deportes Alberto Delgado de La Laguna.",Pabellón de Deportes Alberto Delgado,La Laguna,Cabildo de Tenerife y Fundación DISA,2019-05-25 16:00:00,2019-05-25 18:30:00
Final de Natación Artística en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/final-de-natacion-artistica-en-los-xxxii-juegos-cabildo/,"Cuarta y última jornada de natación artística en los XXXII Juegos Cabildo de Tenerife que se celebrará en la Piscina David González Rodríguez de Santa Cruz de Tenerife, según se detalla <a href=""https://www.deportestenerife.es/wp-content/uploads/2019/05/natacion_artistica_cuadrante_final.pdf"" target=""_blank"" rel=""noopener"">en este cuadrante horario</a>.",Piscina David González Rodríguez,Santa Cruz de Tenerife,Cabildo de Tenerife y Fundación DISA,2019-05-25 16:00:00,2019-05-25 20:00:00
Finales de Vóley-playa en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/final-de-voley-playa-en-los-xxxii-juegos-cabildo/,"Finales de vóley-playa en los XXXII Juegos Cabildo de Tenerife, en la que se enfrentarán las tres primeras parejas clasificadas de las fases anteriores. Los encuentros se disputarán en la Playa de las Vistas (Arona).",Playa de Las Vistas,Arona,Cabildo de Tenerife y Fundación DISA,2019-05-30 10:00:00,2019-05-30 18:30:00
VII Hoya del Abade Tenerife MTB Maratón,https://www.deportestenerife.es/evento/vii-hoya-del-abade-tenerife-mtb-maraton/,"Séptima edición de esta emblemática carrera de mountain bike por los montes de La Victoria de Acentejo, Santa Úrsula, El Rosario, La Matanza de Acentejo, El Sauzal y Tacoronte, siendo uno de sus principales objetivos dar a conocer los espacios naturales e históricos de La Victoria de Acentejo y el Espacio Natural Protegido de Las Lagunetas, a través de la bicicleta de montaña.",Parque El Pinar,La Victoria,"Concejalía de Deportes del Ayuntamiento de La Victoria de Acentejo, Club Ciclista Descendin",2019-06-01 00:00:00,2019-06-02 23:59:59
Semifinales de Fútbol Sala en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/semifinales-de-futbol-sala-en-los-xxxii-juegos-cabildo/,Semifinales de fútbol sala en los XXXII Juegos Cabildo de Tenerife en diferentes pabellones de la Isla.,Tenerife,,Cabildo de Tenerife y Fundación DISA,2019-06-01 09:00:00,2019-06-01 13:00:00
Decimocuarta jornada de Baloncesto en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/decimocuarta-jornada-de-baloncesto-en-los-xxxii-juegos-cabildo/,Decimocuarta jornada de baloncesto de promoción en los XXXII Juegos Cabildo de Tenerife que enfrentará a los equipos de la Zona Centro en el Pabellón Anchieta II (Avda Trinidad) de La Laguna.,Pabellón de Deportes Anchieta II,La Laguna,Cabildo de Tenerife y Fundación DISA,2019-06-01 09:00:00,2019-06-01 13:00:00
Segunda final Kyorugui A de Taekwondo en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-final-kyourugui-a-de-taekwondo-en-los-xxxii-juegos-cabildo/,"Jornada final de taekwondo, en la que se disputarán las segundas finales en la modalidad de Kyorugui A, en los XXXII Juegos Cabildo de Tenerife, en el Pabellón de Deportes Pablos Abril de La Laguna.",Pabellón de Deportes Pablos Abril,La Laguna,Cabildo de Tenerife y Fundación DISA,2019-06-01 10:00:00,2019-06-01 14:00:00
Final de Voleibol en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/final-de-voleibol-en-los-xxxii-juegos-cabildo/,"Jornada final y clausura de Voleibol en los XXXII Juegos Cabildo de Tenerife que se celebrará en el Pabellón Municipal de Deportes de Los Realejos, según se detalla <a href=""https://www.deportestenerife.es/wp-content/uploads/2019/05/voleibol_jornada_clausura.pdf"" target=""_blank"" rel=""noopener"">en este cuadrante</a>.",Pabellón Municipal de Deportes de Los Realejos,La Orotava,Cabildo de Tenerife y Fundación DISA,2019-06-01 10:00:00,2019-06-01 13:00:00
Segunda jornada de Patinaje Artístico en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-patinaje-artistico-en-los-xxxii-juegos-cabildo/,"Segunda jornada de patinaje artístico en los XXXII Juegos Cabildo de Tenerife, que tendrá lugar en el Pabellón de Deportes Alberto Delgado de La Laguna.",Pabellón de Deportes Alberto Delgado,La Laguna,Cabildo de Tenerife y Fundación DISA,2019-06-01 16:00:00,2019-06-01 18:30:00
Expodeporte Tenerife 2019,https://www.deportestenerife.es/evento/expodeporte-tenerife-2019/,"Llega la quinta edición de Expodeporte Tenerife, la mayor feria del sector deportivo en Canarias, que se celebra al amparo de la Fred. Olsen Tenerife Bluetrail 2019, en el Recinto Ferial de Tenerife. Una feria que muestra año tras año una impresionante evolución tanto el número de empresas participantes como en las modalidades deportivas presentes en las diferentes zonas de actividades.",Recinto Ferial de Tenerife,Santa Cruz de Tenerife,"Cabildo de Tenerife, Lava Sports",2019-06-06 11:00:00,2019-06-07 21:00:00
Fred. Olsen Tenerife Bluetrail 2019,https://www.deportestenerife.es/evento/fred-olsen-tenerife-bluetrail-2019/,"La Fred. Olsen Tenerife Bluetrail 2019 es una carrera por montaña que ofrece cinco pruebas de distintas características para personas con o sin discapacidad, pensadas para que puedan participar montañeros/as y atletas de distinto nivel y condición física, con un objetivo claro de integración.",Tenerife,,Cabildo de Tenerife e IDECO,2019-06-08 00:00:00,2019-06-08 23:59:59
Finales de Natación en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/finales-de-natacion-en-los-xxxii-juegos-cabildo/,Jornada final y clausura de natación en los XXXII Juegos Cabildo de Tenerife en la Piscina Municipal Acidalio Lorenzo de Santa Cruz de Tenerife.,Piscina Municipal Acidalio Lorenzo,Santa Cruz de Tenerife,Cabildo de Tenerife y Fundación DISA,2019-06-08 09:00:00,2019-06-08 12:00:00
Finales de Fútbol Sala en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/finales-de-futbol-sala-en-los-xxxii-juegos-cabildo/,Finales y clausura de fútbol sala en los XXXII Juegos Cabildo de Tenerife que se celebrarán en el Pabellón Municipal de Deportes de Granadilla de Abona.,Pabellón Municipal de Deportes de Granadilla de Abona,Granadilla de Abona,Cabildo de Tenerife y Fundación DISA,2019-06-08 09:00:00,2019-06-08 13:00:00
Finales de Baloncesto en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-baloncesto-en-los-xxxii-juegos-cabildo/,Finales de baloncesto de promoción en los XXXII Juegos Cabildo de Tenerife que se disputarán en el Pabellón Municipal Esteban Afonso Rodríguez de La Laguna.,Pabellón de Deportes Esteban Afonso Rodríguez,La Laguna,Cabildo de Tenerife y Fundación DISA,2019-06-08 09:00:00,2019-06-08 13:00:00
Final de Tenis de Mesa en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/final-de-tenis-de-mesa-en-los-xxxii-juegos-cabildo/,Séptima y última jornada de tenis de mesa en los XXXII Juegos Cabildo de Tenerife que se disputará en el Polideportivo del IES Punta Larga de Candelaria.,Pabellón IES Punta Larga,Candelaria,Cabildo de Tenerife y Fundación DISA,2019-06-08 10:00:00,2019-06-08 13:30:00
Final Insular de Lucha Canaria en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/final-insular-de-lucha-canaria-en-los-xxxii-juegos-cabildo/,"Final insular y jornada de clausura de lucha canaria en los XXXII Juegos Cabildo de Tenerife en el Terrero de Lucha Mencey Tegueste, que se desarrollará según se detalla <a href=""https://www.deportestenerife.es/wp-content/uploads/2019/05/luchacanaria_finales.pdf"" target=""_blank"" rel=""noopener"">en este cuadrante</a>.",Terrero Insular de Lucha Mencey Tegueste,Tegueste,Cabildo de Tenerife y Fundación DISA,2019-06-09 10:30:00,2019-06-09 13:00:00
Tercera de las III Jornadas de Running para Mujeres,https://www.deportestenerife.es/evento/tercera-de-las-iii-jornadas-de-running-para-mujeres/,"Tercera y última jornada de las III Jornadas de Running para Mujeres, organizadas por el Servicio de Deportes del Cabildo de Tenerife en el marco del programa <a href=""https://www.deportestenerife.es/programas/mujeres-y-deporte/"">Mujeres y Deporte</a> con la organización técnica de <a href=""http://www.colefcanarias.com/"" target=""_blank"" rel=""noopener"">COLEF Canarias</a>.",Centro de Atletismo de Tenerife,Santa Cruz de Tenerife,"Cabildo de Tenerife, COLEF Canarias",2019-06-15 10:00:00,2019-06-15 13:30:00
Final de Waterpolo en los XXXII Juegos Cabildo,https://www.deportestenerife.es/evento/final-de-waterpolo-en-los-xxxii-juegos-cabildo/,Jornada final y clausura de waterpolo en los XXXII Juegos Cabildo de Tenerife en la Piscina Municipal Acidalio Lorenzo de Santa Cruz de Tenerife.,Piscina Municipal Acidalio Lorenzo,Santa Cruz de Tenerife,Cabildo de Tenerife y Fundación DISA,2019-06-15 10:00:00,2019-06-15 13:30:00
Primera jornada de Yoga de los Juegos Máster 2019,https://www.deportestenerife.es/evento/primera-jornada-de-yoga-de-los-juegos-master-2019/,"Primera jornada de yoga de los Juegos Máster 2019 que se celebrará en el Recinto Ferial de Santa Cruz de Tenerife. La jornada transcurrirá según se detalla en la normativa, que puede consultarse <a href=""https://www.deportestenerife.es/wp-content/uploads/normativas/master19/normativa_yoga_juegosmaster2019.pdf"" target=""_blank"" rel=""noopener"">en este enlace</a>.",Recinto Ferial de Tenerife,Santa Cruz de Tenerife,Cabildo de Tenerife,2019-06-22 09:00:00,2019-06-22 11:00:00
V Carrera Urbana Puerto de la Cruz,https://www.deportestenerife.es/evento/v-carrera-urbana-puerto-de-la-cruz/,"La quinta edición de la Carrera Urbana Puerto de la Cruz da este año un enorme salto cualitativo e incluye tres pruebas con tres distancias: 10 km Clínica del Pie Luengo, 5 km Campeonato de Canarias Naviera Armas y la II Carrera Infantil Solidaria Hotel Vallemar.",Plaza del Charco,Puerto de la Cruz,"Club Atletas 97, Ayuntamiento de Puerto de la Cruz, Federación Canaria de Atletismo",2019-06-22 20:00:00,2019-06-22 23:00:00
Primera jornada de Orientación de los Juegos Máster 2019,https://www.deportestenerife.es/evento/primera-jornada-de-orientacion-de-los-juegos-master-2019/,"Primera jornada de orientación deportiva de los Juegos Máster 2019 que se celebrará en el área de Las Rosas, en el municipio de El Rosario.",Las Rosas,El Rosario,Cabildo de Tenerife,2019-07-06 10:00:00,2019-07-06 13:00:00
Primera jornada de Tenis de Mesa de los Juegos Máster 2019,https://www.deportestenerife.es/evento/primera-jornada-de-tenis-de-mesa-de-los-juegos-master-2019/,Primera jornada de tenis de mesa de los Juegos Máster 2019 que se celebrará en el Pabellón del IES Punta Larga de Candelaria.,Pabellón IES Punta Larga,Candelaria,Cabildo de Tenerife,2019-07-07 10:00:00,2019-07-07 14:00:00
IX Carrera Popular Nocturna 8KM Orotava,https://www.deportestenerife.es/evento/ix-carrera-popular-nocturna-8km-orotava/,"La novena edición de la carrera popular de 8 kilómetros de recorrido (2 vueltas de 4 kilómetros) en el municipio de La Orotava está incluida en el Circuito 8KM, que la organización ha enlazado con las celebradas en otros municipios de la Isla de Tenerife, Garachico y Arona.",Puente,La Orotava,"Asociación Deportiva +KM Ororun, Ayuntamiento de La Orotava",2019-07-20 22:00:00,2019-07-20 23:30:00
Primera jornada de Senderismo de los Juegos Máster 2019,https://www.deportestenerife.es/evento/primera-jornada-de-senderismo-de-los-juegos-master-2019/,"Primera jornada de senderismo de los Juegos Máster 2019, que transcurre por un sendero del Parque Rural de Anaga, entre Chamorga y Benijo, por la Cruz del Draguillo.",Plaza del Adelantado,La Laguna,Cabildo de Tenerife,2019-07-21 08:00:00,2019-07-21 16:00:00
Primera jornada de Escalada de los Juegos Máster 2019,https://www.deportestenerife.es/evento/primera-jornada-de-escalada-de-los-juegos-master-2019/,"Primera jornada de escalada de los Juegos Máster 2019 que se celebrará en el rocódromo del Parque de La Vega, en La Laguna.",Parque de La Vega,La Laguna,Cabildo de Tenerife,2019-07-27 10:00:00,2019-07-27 12:30:00
Primera jornada de Pádel de los Juegos Máster 2019,https://www.deportestenerife.es/evento/primera-jornada-de-padel-de-los-juegos-master-2019/,"Primera jornada de pádel de los Juegos Máster 2019 que se celebrará en el Complejo Deportivo Parque Las Torres de Taco, en La Laguna.",Complejo Deportivo Parque Las Torres de Taco,La Laguna,Cabildo de Tenerife,2019-07-28 10:00:00,2019-07-28 12:30:00
PWA World Cup Tenerife 2019,https://www.deportestenerife.es/evento/pwa-world-cup-tenerife-2019/,El Médano acoge por noveno año consecutivo el Campeonato Mundial de Windsurf de la Professional Windsurfers Association (PWA) del 5 al 11 de agosto en la modalidad de olas. Los vientos alisios regulares que barren las playas de El Médano convierten este enclave en el lugar ideal para la práctica de deportes acuáticos como el surf o el windsurf.,El Médano,Granadilla de Abona,Professional Windsurf Association,2019-08-05 00:00:00,2019-08-11 23:59:59
XII Cross de Bajamar,https://www.deportestenerife.es/evento/xii-cross-de-bajamar/,"El núcleo costero de Bajamar, en el municipio de La Laguna, acoge la decimosegunda edición de su carrera más popular, el Cross de Bajamar, con distancias desde pitufines hasta adultos/as.",Bajamar,La Laguna,OAD La Laguna,2019-08-11 10:00:00,2019-08-11 14:00:00
I Acuatlón Santiago del Teide,https://www.deportestenerife.es/evento/i-acuatlon-santiago-del-teide/,"La Villa de Santiago del Teide acoge por primera vez una prueba de estas características, con la Playa de la Arena como escenario principal, desde donde saldrá el segmento a pie, con un recorrido de 2,5 kilómetros, y el segmento de natación, de 1 kilómetro.",Playa de La Arena,Santiago del Teide,Concejalía de Deportes del Ayuntamiento de Santiago del Teide,2019-08-11 11:00:00,2019-08-11 14:00:00
6ª Travesía a Nado Alcalá 2019,https://www.deportestenerife.es/evento/6a-travesia-a-nado-alcala-2019/,"La travesía a nado en las costas de Alcalá, en Guía de Isora, celebra este verano su sexta edición. Presenta varias modalidades: para menores, con salida y llegada en el muelle de Alcalá; y para adultos, con salida en la Playa de La Jaquita y meta en el muelle de Alcalá.",Playa de La Jaquita,Guía de Isora,"Comisión de Fiestas Alcalá, Ayuntamiento de Guía de Isora",2019-08-17 15:00:00,2019-08-17 19:00:00
XXXIII Bestialón de Tejina,https://www.deportestenerife.es/evento/xxxiii-bestialon-de-tejina/,"Llega una nueva edición de la mítica prueba tejinera que organiza por segundo año consecutivo el Club de Atletismo Atalaya de Tejina. Una dura prueba que combina en cuatro etapas la natación, el ciclismo y la carrera.",Playa de Jover,La Laguna,Club Atletismo Atalaya,2019-08-24 10:00:00,2019-08-24 14:00:00
Primera jornada de Natación en Aguas Abiertas de los Juegos Máster 2019,https://www.deportestenerife.es/evento/primera-jornada-de-natacion-en-aguas-abiertas-en-los-juegos-master-2019/,"Primera prueba de Natación en Aguas Abiertas de los Juegos Máster 2019, que consistirá en una travesía a nado en aguas de la Playa de Las Teresitas, en el municipio de Santa Cruz de Tenerife.",Playa de Las Teresitas,Santa Cruz de Tenerife,Cabildo de Tenerife,2019-08-24 10:30:00,2019-08-24 14:00:00
LXIV Vuelta Ciclista a Tenerife,https://www.deportestenerife.es/evento/lxiv-vuelta-ciclista-a-tenerife/,"Vuelve un año más esta prueba ciclista amateur organizada por el Organismo Autónomo de Deportes del Ayuntamiento de La Laguna, y que se celebra durante el último fin de semana de agosto, en cuatro etapas, recorriendo los diferentes municipios de la Isla como preámbulo de las Fiestas del Cristo.",Plaza del Cristo,San Cristóbal de La Laguna,OAD La Laguna,2019-08-29 00:00:00,2019-09-01 23:59:59
